,index,country,created_at,paid,installs
17321,16467,US,2019-06-13 15:00:00+00:00,False,965
17322,11074,US,2019-02-21 07:00:00+00:00,True,110
17323,36948,GB,2019-02-20 17:00:00+00:00,True,442
17324,33386,IT,2019-06-06 09:00:00+00:00,True,982
17325,38585,GB,2019-03-26 19:00:00+00:00,False,388
17326,38300,GB,2019-03-20 21:00:00+00:00,True,774
17327,12700,US,2019-03-27 04:00:00+00:00,True,463
17328,17868,RU,2019-01-13 23:00:00+00:00,True,660
17329,29323,IT,2019-03-13 17:00:00+00:00,False,219
17330,24398,RU,2019-05-30 00:00:00+00:00,True,895
17331,1942,DE,2019-02-10 22:00:00+00:00,True,615
17332,23430,RU,2019-05-09 20:00:00+00:00,True,277
17333,11457,US,2019-03-01 06:00:00+00:00,False,746
17334,14766,US,2019-05-09 05:00:00+00:00,True,601
17335,27484,IT,2019-02-03 10:00:00+00:00,True,330
17336,43317,TR,2019-01-04 12:00:00+00:00,False,372
17337,9327,US,2019-01-15 21:00:00+00:00,False,385
17338,4015,DE,2019-03-26 02:00:00+00:00,False,76
17339,34590,GB,2019-01-02 14:00:00+00:00,True,399
17340,47841,TR,2019-04-08 18:00:00+00:00,False,444
17341,20922,RU,2019-03-18 14:00:00+00:00,True,544
17342,39917,GB,2019-04-23 13:00:00+00:00,False,410
17343,27383,IT,2019-02-01 07:00:00+00:00,False,828
17344,12175,US,2019-03-16 05:00:00+00:00,False,514
17345,22431,RU,2019-04-19 00:00:00+00:00,False,875
17346,6822,DE,2019-05-23 14:00:00+00:00,True,868
17347,10605,US,2019-02-11 12:00:00+00:00,False,250
17348,41757,GB,2019-05-31 21:00:00+00:00,False,78
17349,47481,TR,2019-04-01 06:00:00+00:00,False,976
17350,19895,RU,2019-02-25 04:00:00+00:00,False,295
17351,41461,GB,2019-05-25 17:00:00+00:00,False,269
17352,41117,GB,2019-05-18 13:00:00+00:00,False,612
17353,14937,US,2019-05-12 18:00:00+00:00,False,864
17354,7623,DE,2019-06-09 06:00:00+00:00,False,338
17355,50484,TR,2019-06-02 20:00:00+00:00,True,342
17356,388,DE,2019-01-09 13:00:00+00:00,True,5
17357,14680,US,2019-05-07 10:00:00+00:00,True,64
17358,34320,IT,2019-06-25 20:00:00+00:00,True,510
17359,33760,IT,2019-06-14 04:00:00+00:00,True,652
17360,26840,IT,2019-01-21 00:00:00+00:00,True,594
17361,29941,IT,2019-03-26 14:00:00+00:00,False,524
17362,31355,IT,2019-04-25 01:00:00+00:00,False,532
17363,46733,TR,2019-03-16 16:00:00+00:00,False,207
17364,9181,US,2019-01-12 20:00:00+00:00,False,232
17365,22386,RU,2019-04-18 02:00:00+00:00,True,117
17366,41222,GB,2019-05-20 18:00:00+00:00,True,567
17367,28313,IT,2019-02-20 16:00:00+00:00,False,908
17368,14182,US,2019-04-27 01:00:00+00:00,True,606
17369,13230,US,2019-04-07 05:00:00+00:00,True,587
17370,7229,DE,2019-06-01 01:00:00+00:00,False,297
17371,13417,US,2019-04-11 02:00:00+00:00,False,215
17372,18123,RU,2019-01-19 06:00:00+00:00,False,361
17373,19660,RU,2019-02-20 07:00:00+00:00,True,157
17374,49376,TR,2019-05-10 18:00:00+00:00,True,364
17375,46592,TR,2019-03-13 18:00:00+00:00,True,131
17376,12158,US,2019-03-15 21:00:00+00:00,True,750
17377,45184,TR,2019-02-12 10:00:00+00:00,True,961
17378,49869,TR,2019-05-21 00:00:00+00:00,False,510
17379,7343,DE,2019-06-03 10:00:00+00:00,False,993
17380,34280,IT,2019-06-25 00:00:00+00:00,True,691
17381,490,DE,2019-01-11 16:00:00+00:00,True,256
17382,26554,IT,2019-01-15 01:00:00+00:00,True,890
17383,20226,RU,2019-03-04 02:00:00+00:00,True,335
17384,37521,GB,2019-03-04 15:00:00+00:00,False,298
17385,8129,DE,2019-06-19 19:00:00+00:00,False,196
17386,22718,RU,2019-04-25 00:00:00+00:00,True,141
17387,17093,US,2019-06-26 16:00:00+00:00,False,369
17388,7285,DE,2019-06-02 05:00:00+00:00,False,631
17389,5523,DE,2019-04-26 12:00:00+00:00,False,300
17390,28235,IT,2019-02-19 01:00:00+00:00,False,140
17391,27453,IT,2019-02-02 18:00:00+00:00,False,221
17392,41465,GB,2019-05-25 19:00:00+00:00,False,813
17393,24437,RU,2019-05-30 19:00:00+00:00,False,707
17394,16451,US,2019-06-13 07:00:00+00:00,False,981
17395,26851,IT,2019-01-21 05:00:00+00:00,False,556
17396,1909,DE,2019-02-10 05:00:00+00:00,False,659
17397,13661,US,2019-04-16 04:00:00+00:00,False,993
17398,39156,GB,2019-04-07 17:00:00+00:00,True,274
17399,23957,RU,2019-05-20 19:00:00+00:00,False,240
17400,48614,TR,2019-04-24 21:00:00+00:00,True,978
17401,17044,US,2019-06-25 16:00:00+00:00,True,961
17402,49874,TR,2019-05-21 03:00:00+00:00,True,653
17403,23689,RU,2019-05-15 05:00:00+00:00,False,22
17404,43372,TR,2019-01-05 16:00:00+00:00,True,705
17405,50123,TR,2019-05-26 07:00:00+00:00,False,527
17406,25818,RU,2019-06-28 14:00:00+00:00,True,398
17407,8966,US,2019-01-08 09:00:00+00:00,True,412
17408,35908,GB,2019-01-30 01:00:00+00:00,True,427
17409,28067,IT,2019-02-15 13:00:00+00:00,False,94
17410,30134,IT,2019-03-30 15:00:00+00:00,True,507
17411,27734,IT,2019-02-08 15:00:00+00:00,True,808
17412,6082,DE,2019-05-08 04:00:00+00:00,True,778
17413,39604,GB,2019-04-17 01:00:00+00:00,True,761
17414,6571,DE,2019-05-18 08:00:00+00:00,False,936
17415,49334,TR,2019-05-09 21:00:00+00:00,True,736
17416,50999,TR,2019-06-13 13:00:00+00:00,False,623
17417,8752,US,2019-01-03 22:00:00+00:00,True,449
17418,156,DE,2019-01-04 17:00:00+00:00,True,252
17419,36939,GB,2019-02-20 12:00:00+00:00,False,612
17420,37295,GB,2019-02-27 22:00:00+00:00,False,74
17421,47750,TR,2019-04-06 21:00:00+00:00,True,207
17422,40414,GB,2019-05-03 22:00:00+00:00,True,545
17423,40263,GB,2019-04-30 18:00:00+00:00,False,9
17424,38386,GB,2019-03-22 16:00:00+00:00,True,113
17425,44472,TR,2019-01-28 14:00:00+00:00,True,311
17426,3317,DE,2019-03-11 13:00:00+00:00,False,148
17427,50284,TR,2019-05-29 16:00:00+00:00,True,54
17428,4376,DE,2019-04-02 15:00:00+00:00,True,341
17429,49399,TR,2019-05-11 05:00:00+00:00,False,204
17430,1941,DE,2019-02-10 21:00:00+00:00,False,862
17431,15566,US,2019-05-25 21:00:00+00:00,True,706
17432,1136,DE,2019-01-25 03:00:00+00:00,True,187
17433,46272,TR,2019-03-07 02:00:00+00:00,True,136
17434,32370,IT,2019-05-16 05:00:00+00:00,True,995
17435,11558,US,2019-03-03 09:00:00+00:00,True,736
17436,1882,DE,2019-02-09 16:00:00+00:00,True,874
17437,21693,RU,2019-04-03 15:00:00+00:00,False,162
17438,3014,DE,2019-03-05 06:00:00+00:00,True,390
17439,17592,RU,2019-01-08 05:00:00+00:00,True,744
17440,40972,GB,2019-05-15 13:00:00+00:00,True,957
17441,5717,DE,2019-04-30 13:00:00+00:00,False,137
17442,51363,TR,2019-06-21 03:00:00+00:00,False,709
17443,22892,RU,2019-04-28 15:00:00+00:00,True,233
17444,47446,TR,2019-03-31 13:00:00+00:00,True,571
17445,29464,IT,2019-03-16 16:00:00+00:00,True,62
17446,13523,US,2019-04-13 07:00:00+00:00,False,245
17447,29719,IT,2019-03-21 23:00:00+00:00,False,199
17448,40111,GB,2019-04-27 14:00:00+00:00,False,433
17449,16144,US,2019-06-06 22:00:00+00:00,True,681
17450,23777,RU,2019-05-17 01:00:00+00:00,False,409
17451,13019,US,2019-04-02 19:00:00+00:00,False,725
17452,2713,DE,2019-02-26 23:00:00+00:00,False,809
17453,35428,GB,2019-01-20 01:00:00+00:00,True,978
17454,18428,RU,2019-01-25 15:00:00+00:00,True,626
17455,17771,RU,2019-01-11 22:00:00+00:00,False,358
17456,46260,TR,2019-03-06 20:00:00+00:00,True,560
17457,29324,IT,2019-03-13 18:00:00+00:00,True,496
17458,15558,US,2019-05-25 17:00:00+00:00,True,354
17459,36085,GB,2019-02-02 17:00:00+00:00,False,773
17460,27281,IT,2019-01-30 04:00:00+00:00,False,545
17461,15245,US,2019-05-19 04:00:00+00:00,False,978
17462,15974,US,2019-06-03 09:00:00+00:00,True,55
17463,20629,RU,2019-03-12 11:00:00+00:00,False,629
17464,37414,GB,2019-03-02 10:00:00+00:00,True,195
17465,14201,US,2019-04-27 10:00:00+00:00,False,471
17466,7401,DE,2019-06-04 15:00:00+00:00,False,448
17467,49775,TR,2019-05-19 01:00:00+00:00,False,172
17468,40542,GB,2019-05-06 14:00:00+00:00,True,299
17469,5049,DE,2019-04-16 15:00:00+00:00,False,86
17470,33622,IT,2019-06-11 07:00:00+00:00,True,258
17471,25058,RU,2019-06-12 18:00:00+00:00,True,748
17472,47868,TR,2019-04-09 08:00:00+00:00,True,496
17473,22900,RU,2019-04-28 19:00:00+00:00,True,327
17474,42977,GB,2019-06-26 07:00:00+00:00,False,318
17475,46524,TR,2019-03-12 08:00:00+00:00,True,197
17476,45277,TR,2019-02-14 08:00:00+00:00,False,738
17477,35464,GB,2019-01-20 19:00:00+00:00,True,202
17478,11735,US,2019-03-07 01:00:00+00:00,False,468
17479,10770,US,2019-02-14 23:00:00+00:00,True,403
17480,3019,DE,2019-03-05 08:00:00+00:00,False,949
17481,14508,US,2019-05-03 20:00:00+00:00,True,104
17482,165,DE,2019-01-04 21:00:00+00:00,False,249
17483,18689,RU,2019-01-31 01:00:00+00:00,False,675
17484,40374,GB,2019-05-03 02:00:00+00:00,True,458
17485,9585,US,2019-01-21 06:00:00+00:00,False,696
17486,19516,RU,2019-02-17 07:00:00+00:00,True,140
17487,22520,RU,2019-04-20 21:00:00+00:00,True,887
17488,27990,IT,2019-02-13 23:00:00+00:00,True,881
17489,50348,TR,2019-05-31 00:00:00+00:00,True,40
17490,15838,US,2019-05-31 13:00:00+00:00,True,1
17491,7574,DE,2019-06-08 06:00:00+00:00,True,847
17492,21385,RU,2019-03-28 05:00:00+00:00,False,905
17493,7268,DE,2019-06-01 21:00:00+00:00,True,597
17494,23504,RU,2019-05-11 09:00:00+00:00,True,866
17495,8764,US,2019-01-04 04:00:00+00:00,True,334
17496,10867,US,2019-02-16 23:00:00+00:00,False,517
17497,45850,TR,2019-02-26 07:00:00+00:00,True,849
17498,46509,TR,2019-03-12 00:00:00+00:00,False,295
17499,19802,RU,2019-02-23 06:00:00+00:00,True,608
17500,21077,RU,2019-03-21 19:00:00+00:00,False,422
17501,40579,GB,2019-05-07 08:00:00+00:00,False,358
17502,28046,IT,2019-02-15 03:00:00+00:00,True,67
17503,1787,DE,2019-02-07 16:00:00+00:00,False,561
17504,18752,RU,2019-02-01 09:00:00+00:00,True,584
17505,5022,DE,2019-04-16 02:00:00+00:00,True,942
17506,50251,TR,2019-05-28 23:00:00+00:00,False,745
17507,23194,RU,2019-05-04 22:00:00+00:00,True,241
17508,36854,GB,2019-02-18 18:00:00+00:00,True,470
17509,7051,DE,2019-05-28 08:00:00+00:00,False,59
17510,20014,RU,2019-02-27 16:00:00+00:00,True,792
17511,18258,RU,2019-01-22 02:00:00+00:00,True,84
17512,32783,IT,2019-05-24 19:00:00+00:00,False,466
17513,523,DE,2019-01-12 08:00:00+00:00,False,927
17514,14046,US,2019-04-24 05:00:00+00:00,True,505
17515,4494,DE,2019-04-05 02:00:00+00:00,True,887
17516,25460,RU,2019-06-21 03:00:00+00:00,True,265
17517,1590,DE,2019-02-03 14:00:00+00:00,True,35
17518,2359,DE,2019-02-19 14:00:00+00:00,False,17
17519,16236,US,2019-06-08 20:00:00+00:00,True,213
17520,11965,US,2019-03-11 20:00:00+00:00,False,821
17521,47875,TR,2019-04-09 11:00:00+00:00,False,768
17522,49897,TR,2019-05-21 14:00:00+00:00,False,120
17523,23697,RU,2019-05-15 09:00:00+00:00,False,929
17524,49963,TR,2019-05-22 23:00:00+00:00,False,949
17525,14229,US,2019-04-28 00:00:00+00:00,False,579
17526,35130,GB,2019-01-13 20:00:00+00:00,True,349
17527,7369,DE,2019-06-03 23:00:00+00:00,False,610
17528,49431,TR,2019-05-11 21:00:00+00:00,False,545
17529,43421,TR,2019-01-06 16:00:00+00:00,False,935
17530,31930,IT,2019-05-07 01:00:00+00:00,True,34
17531,25295,RU,2019-06-17 16:00:00+00:00,False,841
17532,21,DE,2019-01-01 21:00:00+00:00,False,843
17533,46870,TR,2019-03-19 13:00:00+00:00,True,159
17534,18558,RU,2019-01-28 08:00:00+00:00,True,396
17535,33073,IT,2019-05-30 20:00:00+00:00,False,763
17536,30310,IT,2019-04-03 07:00:00+00:00,True,729
17537,46060,TR,2019-03-02 16:00:00+00:00,True,639
17538,39968,GB,2019-04-24 15:00:00+00:00,True,873
17539,51656,TR,2019-06-27 06:00:00+00:00,True,742
17540,51698,TR,2019-06-28 03:00:00+00:00,True,293
17541,32169,IT,2019-05-12 00:00:00+00:00,False,253
17542,9062,US,2019-01-10 09:00:00+00:00,True,541
17543,35582,GB,2019-01-23 06:00:00+00:00,True,702
17544,13360,US,2019-04-09 22:00:00+00:00,True,163
17545,40640,GB,2019-05-08 15:00:00+00:00,True,717
17546,25587,RU,2019-06-23 18:00:00+00:00,False,925
17547,13011,US,2019-04-02 15:00:00+00:00,False,853
17548,47937,TR,2019-04-10 18:00:00+00:00,False,474
17549,31266,IT,2019-04-23 05:00:00+00:00,True,451
17550,28035,IT,2019-02-14 21:00:00+00:00,False,696
17551,38376,GB,2019-03-22 11:00:00+00:00,True,263
17552,2149,DE,2019-02-15 05:00:00+00:00,False,421
17553,39961,GB,2019-04-24 11:00:00+00:00,False,229
17554,42962,GB,2019-06-26 00:00:00+00:00,True,153
17555,30242,IT,2019-04-01 21:00:00+00:00,True,31
17556,24531,RU,2019-06-01 18:00:00+00:00,False,228
17557,9806,US,2019-01-25 21:00:00+00:00,True,646
17558,15509,US,2019-05-24 16:00:00+00:00,False,16
17559,43678,TR,2019-01-12 01:00:00+00:00,True,315
17560,23351,RU,2019-05-08 04:00:00+00:00,False,124
17561,41455,GB,2019-05-25 14:00:00+00:00,False,193
17562,8197,DE,2019-06-21 05:00:00+00:00,False,69
17563,41813,GB,2019-06-02 01:00:00+00:00,False,629
17564,2499,DE,2019-02-22 12:00:00+00:00,False,670
17565,21236,RU,2019-03-25 03:00:00+00:00,True,573
17566,36548,GB,2019-02-12 09:00:00+00:00,True,341
17567,37173,GB,2019-02-25 09:00:00+00:00,False,203
17568,3442,DE,2019-03-14 04:00:00+00:00,True,545
17569,17957,RU,2019-01-15 19:00:00+00:00,False,601
17570,5050,DE,2019-04-16 16:00:00+00:00,True,305
17571,51116,TR,2019-06-16 00:00:00+00:00,True,180
17572,23629,RU,2019-05-13 23:00:00+00:00,False,841
17573,5859,DE,2019-05-03 12:00:00+00:00,False,858
17574,15601,US,2019-05-26 14:00:00+00:00,False,90
17575,40009,GB,2019-04-25 11:00:00+00:00,False,461
17576,2931,DE,2019-03-03 12:00:00+00:00,False,110
17577,34116,IT,2019-06-21 14:00:00+00:00,True,323
17578,9915,US,2019-01-28 03:00:00+00:00,False,329
17579,39679,GB,2019-04-18 14:00:00+00:00,False,301
17580,33926,IT,2019-06-17 15:00:00+00:00,True,203
17581,40317,GB,2019-05-01 21:00:00+00:00,False,559
17582,10937,US,2019-02-18 10:00:00+00:00,False,253
17583,47061,TR,2019-03-23 12:00:00+00:00,False,707
17584,27774,IT,2019-02-09 11:00:00+00:00,True,239
17585,1217,DE,2019-01-26 19:00:00+00:00,False,886
17586,5634,DE,2019-04-28 20:00:00+00:00,True,499
17587,8897,US,2019-01-06 22:00:00+00:00,False,808
17588,18333,RU,2019-01-23 15:00:00+00:00,False,881
17589,31290,IT,2019-04-23 17:00:00+00:00,True,125
17590,23396,RU,2019-05-09 03:00:00+00:00,True,867
17591,31286,IT,2019-04-23 15:00:00+00:00,True,910
17592,27532,IT,2019-02-04 10:00:00+00:00,True,108
17593,49365,TR,2019-05-10 12:00:00+00:00,False,117
17594,15659,US,2019-05-27 19:00:00+00:00,False,870
17595,7715,DE,2019-06-11 04:00:00+00:00,False,269
17596,13393,US,2019-04-10 14:00:00+00:00,False,810
17597,46539,TR,2019-03-12 15:00:00+00:00,False,595
17598,47776,TR,2019-04-07 10:00:00+00:00,True,423
17599,19698,RU,2019-02-21 02:00:00+00:00,True,864
17600,15343,US,2019-05-21 05:00:00+00:00,False,784
17601,49232,TR,2019-05-07 18:00:00+00:00,True,636
17602,24555,RU,2019-06-02 06:00:00+00:00,False,343
17603,313,DE,2019-01-07 23:00:00+00:00,False,28
17604,51230,TR,2019-06-18 09:00:00+00:00,True,82
17605,43108,GB,2019-06-29 01:00:00+00:00,True,598
17606,41220,GB,2019-05-20 17:00:00+00:00,True,190
17607,49881,TR,2019-05-21 06:00:00+00:00,False,212
17608,33367,IT,2019-06-05 23:00:00+00:00,False,10
17609,45930,TR,2019-02-27 23:00:00+00:00,True,352
17610,12786,US,2019-03-28 23:00:00+00:00,True,712
17611,31674,IT,2019-05-01 17:00:00+00:00,True,225
17612,7937,DE,2019-06-15 19:00:00+00:00,False,69
17613,16658,US,2019-06-17 15:00:00+00:00,True,116
17614,45516,TR,2019-02-19 08:00:00+00:00,True,855
17615,43618,TR,2019-01-10 19:00:00+00:00,True,580
17616,35878,GB,2019-01-29 10:00:00+00:00,True,5
17617,5186,DE,2019-04-19 12:00:00+00:00,True,621
17618,39451,GB,2019-04-13 20:00:00+00:00,False,697
17619,33296,IT,2019-06-04 12:00:00+00:00,True,440
17620,36028,GB,2019-02-01 13:00:00+00:00,True,735
17621,22754,RU,2019-04-25 18:00:00+00:00,True,585
17622,40812,GB,2019-05-12 05:00:00+00:00,True,157
17623,17657,RU,2019-01-09 13:00:00+00:00,False,173
17624,18843,RU,2019-02-03 06:00:00+00:00,False,699
17625,6343,DE,2019-05-13 14:00:00+00:00,False,299
17626,44453,TR,2019-01-28 04:00:00+00:00,False,475
17627,17078,US,2019-06-26 09:00:00+00:00,True,498
17628,31800,IT,2019-05-04 08:00:00+00:00,True,226
17629,7454,DE,2019-06-05 18:00:00+00:00,True,199
17630,44964,TR,2019-02-07 20:00:00+00:00,True,948
17631,39417,GB,2019-04-13 03:00:00+00:00,False,969
17632,9044,US,2019-01-10 00:00:00+00:00,True,286
17633,1262,DE,2019-01-27 18:00:00+00:00,True,531
17634,35398,GB,2019-01-19 10:00:00+00:00,True,988
17635,25283,RU,2019-06-17 10:00:00+00:00,False,403
17636,39115,GB,2019-04-06 20:00:00+00:00,False,374
17637,23450,RU,2019-05-10 06:00:00+00:00,True,982
17638,9169,US,2019-01-12 14:00:00+00:00,False,549
17639,26934,IT,2019-01-22 23:00:00+00:00,True,730
17640,10766,US,2019-02-14 21:00:00+00:00,True,74
17641,6190,DE,2019-05-10 10:00:00+00:00,True,9
17642,29701,IT,2019-03-21 14:00:00+00:00,False,686
17643,11506,US,2019-03-02 07:00:00+00:00,True,757
17644,38247,GB,2019-03-19 18:00:00+00:00,False,310
17645,2603,DE,2019-02-24 16:00:00+00:00,False,962
17646,43907,TR,2019-01-16 19:00:00+00:00,False,952
17647,8064,DE,2019-06-18 11:00:00+00:00,True,217
17648,556,DE,2019-01-13 01:00:00+00:00,True,401
17649,43141,GB,2019-06-29 17:00:00+00:00,False,909
17650,14714,US,2019-05-08 03:00:00+00:00,True,728
17651,4296,DE,2019-03-31 23:00:00+00:00,True,369
17652,44017,TR,2019-01-19 02:00:00+00:00,False,850
17653,24845,RU,2019-06-08 07:00:00+00:00,False,338
17654,41001,GB,2019-05-16 03:00:00+00:00,False,544
17655,15452,US,2019-05-23 12:00:00+00:00,True,996
17656,22535,RU,2019-04-21 04:00:00+00:00,False,841
17657,38362,GB,2019-03-22 04:00:00+00:00,True,289
17658,9447,US,2019-01-18 09:00:00+00:00,False,397
17659,21115,RU,2019-03-22 14:00:00+00:00,False,705
17660,1518,DE,2019-02-02 02:00:00+00:00,True,392
17661,14723,US,2019-05-08 07:00:00+00:00,False,708
17662,41745,GB,2019-05-31 15:00:00+00:00,False,242
17663,19760,RU,2019-02-22 09:00:00+00:00,True,451
17664,30724,IT,2019-04-11 22:00:00+00:00,True,972
17665,13200,US,2019-04-06 14:00:00+00:00,True,350
17666,50372,TR,2019-05-31 12:00:00+00:00,True,231
17667,25698,RU,2019-06-26 02:00:00+00:00,True,526
17668,10461,US,2019-02-08 12:00:00+00:00,False,121
17669,26193,IT,2019-01-07 12:00:00+00:00,False,605
17670,37237,GB,2019-02-26 17:00:00+00:00,False,447
17671,7811,DE,2019-06-13 04:00:00+00:00,False,41
17672,45967,TR,2019-02-28 17:00:00+00:00,False,659
17673,234,DE,2019-01-06 08:00:00+00:00,True,324
17674,24876,RU,2019-06-08 23:00:00+00:00,True,381
17675,10362,US,2019-02-06 11:00:00+00:00,True,769
17676,3468,DE,2019-03-14 17:00:00+00:00,True,659
17677,41865,GB,2019-06-03 03:00:00+00:00,False,171
17678,27593,IT,2019-02-05 16:00:00+00:00,False,135
17679,898,DE,2019-01-20 04:00:00+00:00,True,23
17680,40713,GB,2019-05-10 03:00:00+00:00,False,158
17681,30095,IT,2019-03-29 19:00:00+00:00,False,949
17682,10150,US,2019-02-02 01:00:00+00:00,True,608
17683,4934,DE,2019-04-14 06:00:00+00:00,True,766
17684,16608,US,2019-06-16 14:00:00+00:00,True,517
17685,43827,TR,2019-01-15 03:00:00+00:00,False,180
17686,19241,RU,2019-02-11 13:00:00+00:00,False,451
17687,39941,GB,2019-04-24 01:00:00+00:00,False,5
17688,14598,US,2019-05-05 17:00:00+00:00,True,467
17689,29634,IT,2019-03-20 05:00:00+00:00,True,585
17690,14873,US,2019-05-11 10:00:00+00:00,False,675
17691,7116,DE,2019-05-29 17:00:00+00:00,True,285
17692,10331,US,2019-02-05 19:00:00+00:00,False,297
17693,12350,US,2019-03-19 21:00:00+00:00,True,964
17694,16358,US,2019-06-11 09:00:00+00:00,True,964
17695,17301,RU,2019-01-02 03:00:00+00:00,False,102
17696,39773,GB,2019-04-20 13:00:00+00:00,False,499
17697,11144,US,2019-02-22 18:00:00+00:00,True,244
17698,30830,IT,2019-04-14 03:00:00+00:00,True,833
17699,25307,RU,2019-06-17 22:00:00+00:00,False,846
17700,41846,GB,2019-06-02 18:00:00+00:00,True,285
17701,46825,TR,2019-03-18 14:00:00+00:00,False,975
17702,7982,DE,2019-06-16 18:00:00+00:00,True,700
17703,16726,US,2019-06-19 01:00:00+00:00,True,349
17704,15941,US,2019-06-02 16:00:00+00:00,False,805
17705,28858,IT,2019-03-04 01:00:00+00:00,True,788
17706,31233,IT,2019-04-22 12:00:00+00:00,False,900
17707,27636,IT,2019-02-06 14:00:00+00:00,True,105
17708,2519,DE,2019-02-22 22:00:00+00:00,False,924
17709,27952,IT,2019-02-13 04:00:00+00:00,True,74
17710,35897,GB,2019-01-29 19:00:00+00:00,False,366
17711,45767,TR,2019-02-24 13:00:00+00:00,False,355
17712,20472,RU,2019-03-09 05:00:00+00:00,True,48
17713,51449,TR,2019-06-22 22:00:00+00:00,False,966
17714,15128,US,2019-05-16 18:00:00+00:00,True,904
17715,27890,IT,2019-02-11 21:00:00+00:00,True,102
17716,7823,DE,2019-06-13 10:00:00+00:00,False,759
17717,13105,US,2019-04-04 14:00:00+00:00,False,255
17718,51609,TR,2019-06-26 06:00:00+00:00,False,75
17719,28383,IT,2019-02-22 03:00:00+00:00,False,794
17720,20947,RU,2019-03-19 02:00:00+00:00,False,777
17721,42964,GB,2019-06-26 01:00:00+00:00,True,880
17722,35813,GB,2019-01-28 01:00:00+00:00,False,381
17723,32603,IT,2019-05-21 01:00:00+00:00,False,576
17724,8030,DE,2019-06-17 18:00:00+00:00,True,565
17725,40355,GB,2019-05-02 16:00:00+00:00,False,794
17726,45461,TR,2019-02-18 04:00:00+00:00,False,485
17727,42093,GB,2019-06-07 21:00:00+00:00,False,845
17728,546,DE,2019-01-12 20:00:00+00:00,True,77
17729,22841,RU,2019-04-27 13:00:00+00:00,False,534
17730,29496,IT,2019-03-17 08:00:00+00:00,True,315
17731,26349,IT,2019-01-10 18:00:00+00:00,False,428
17732,29140,IT,2019-03-09 22:00:00+00:00,True,405
17733,3533,DE,2019-03-16 01:00:00+00:00,False,81
17734,13426,US,2019-04-11 07:00:00+00:00,True,589
17735,18214,RU,2019-01-21 04:00:00+00:00,True,164
17736,37607,GB,2019-03-06 10:00:00+00:00,False,886
